Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,Outage Code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN
2023-10-25 00:10:00,EL459,935787,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",This Elevator is out for Cat 5 and Cat 1 inspection. ,INS,Closed,,INSPECTION,Inspection,2023-10-25 08:00:00,2023-10-25 04:05:00,,Phone,EE-MANOUT,2023-10-25 00:13:00,CL,E&EM McAlarney/ Vicente arrived @0005. Taking machine OOS for CAT1 and CAT5 inspection. Third party Diez on site. WO#7502257 Completed inspection. Machine passed inspection. Test ran monitored operation BIS @0405. ,904
2023-10-25 08:25:00,EL362,935941,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This unit was removed from service by E&E personnel to perform inspection.,INS,Closed,,INSPECTION,Inspection,2023-10-25 15:00:00,2023-10-25 12:00:00,,Phone,EE-MANOUT,2023-10-25 08:32:00,CL,WO6933543: E&EM Kumar and E&EH Tenecela arrived for CAT 1 Inspection at elevator 362 @8:20. Third party inspector Wayne Scott on site. Take machine out of service at 08:25.  E&EM Kumar and E&EH Tenecela. Elevator 362 passed ASME CAT 1 INSPECTION. Test ran car and return to service at 12:00. ,912
2023-10-25 10:10:00,EL365,935983,ELE: EL365 - 894 - LINDEN SHOP - FREIGHT ELEVATOR,This Elevator is out for A&P for EMD Inspection,AP,Closed,,PLANNEDWORK,Planned Work,2023-10-25 19:00:00,2023-10-25 10:45:00,,Phone,EE-MANOUT,2023-10-25 10:13:00,CL,@1010HRS E&EM's Grabovsky and Terehovs take this elevator is out for A&P for EMD Inspection. No WO was provided. E&EM Grabovsky reported A&P completed. RTS @1045 hrs. ,894
2023-10-26 08:05:00,EL162,936433,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,This Escalator is out of service for Cat 1 Inspection.,INS,Closed,,INSPECTION,Inspection,2023-10-26 17:00:00,2023-10-26 13:00:00,,Phone,EE-MANOUT,2023-10-26 08:07:00,CL,"Eem Joseph and Manwah and witness Wain Scott arrived@ 8:00. OOS 8:05 WO#7751761 Pass inspection. Bis 1:00pm
 ",905
2023-10-26 08:50:00,EL350,936467,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,This Elevator is out of service for VHB contractors to perform work in elevator pit.,APC,Closed,,PLANNEDWORK,Planned Work,2023-10-26 18:00:00,2023-10-26 13:00:00,,Phone,EE-MANOUT,2023-10-26 08:50:00,CL,"E&EM Figueroa and E&EH Stewart arrived at EL350 at 06:00am to provide A&P to VHB contractors to perform work in elevator pit. WO# 7859645. VHB contractors drill hole in floor of pit for soil sample. Sample collected, machine back in service at 1:00pm. ",913
2023-10-26 08:55:00,EL360,936475,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service as reported by Deputy Superintendent Curtis # 192032,BRP,Closed,,REPAIR,Repair,2023-10-26 17:00:00,2023-10-26 11:10:00,,Phone,EE-MANOUT,2023-10-26 08:59:00,CL,,912
2023-10-26 09:05:00,EL367,936478,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,This Elevator is out of service for leak investigation.,MRP,Closed,,PLANNEDWORK,Planned Work,2023-10-26 19:00:00,2023-10-26 11:20:00,,Phone,EE-MANOUT,2023-10-26 09:05:00,CL,,955
2023-10-26 12:00:00,EL360,936551,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for not moving from the 1st floor,BRP,Closed,,REPAIR,Repair,2023-10-28 20:00:00,2023-10-27 11:55:00,,Phone,EE-MANOUT,2023-10-26 12:38:00,CL,,912
2023-10-27 08:05:00,EL153,936756,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This Elevator is out service reported by E&EM Manwah,BRP,Closed,,REPAIR,Repair,2023-10-27 23:00:00,2023-10-27 09:05:00,,Phone,EE-MANOUT,2023-10-27 08:05:00,CL,,918
2023-10-27 09:12:00,EL153,936777,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for CAT-1 inspection,INS,Closed,,INSPECTION,Inspection,2023-10-27 15:00:00,2023-10-27 12:30:00,,Phone,EE-MANOUT,2023-10-27 09:12:00,CL,"WO # 8275429
E&EM Manwah/Joseph re[ort OOS @ 09:12 for CAT-1 inspection. Inspector Scott Wayne on site. As per E&EM Manwah: CAT 1 completed. RTS @1230 hrs. ",918
2023-10-27 23:33:00,EL400,936905,ELE: EL400 - 904 - CORONA YARD - SIGNAL TOWER,This Elevator is out of service for Maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-10-28 07:00:00,2023-10-28 04:30:00,,Phone,EE-MANOUT,2023-10-27 23:33:00,CL,E&EM Rowe and E&EH Cayemitte arrived @2320 for Bi Monthly PM WO 38275422 Pm completed Rts @0430 ,904
2023-10-28 08:10:00,EL364,937042,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,This elevator is out of service for Bi-Monthly Maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-10-28 16:00:00,2023-10-28 12:30:00,,Phone,EE-MANOUT,2023-10-28 09:54:00,CL,"
Wo#8275419E&EM Zimlin and E&EM Ross arrived at 8:00 am for by-monthly P. M. (EAM) E&EM Zimlin: P.M. completed, BIS as of 12:30 pm ",910
2023-10-28 08:15:00,EL360,937020,ELE: EL360 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for Bi-Monthly Maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-10-28 15:00:00,2023-10-28 12:30:00,,Phone,EE-MANOUT,2023-10-28 08:27:00,CL,"Wo#8275416
E&EM Mcgriff and E&EH Lopez here for bi-monthly maintenance. Arrived @ 0800. OOS @0815 E&EH Lopez reported PM completed RTS @1230 hrs. ",912
2023-10-30 07:24:00,EL251,937451,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,E&EM Delos Reyes and Shmidt took this unit OOS for A&P ( asbestos check with contractors ARCADIS),APC,Closed,,PLANNEDWORK,Planned Work,2023-10-30 15:00:00,2023-10-30 12:10:00,,Phone,EE-MANOUT,2023-10-30 07:26:00,CL,"
E&EM Delos Reyes and Shmidt arrived at elevator 251 for A&P ( asbestos check with contractors ARCADIS).


Created: 10/30/2023 07:24
Delos Reyes, Noel (1252048) wo#7832634 Contractors collect samples of materials from motor room and outside hoist doors. Contractor willcontinue collecting samples materials for asbestos testing tomorrow. Elevator back in service at 1210hrs. ",958
2023-10-30 08:05:00,EL152,937467,ELE: EL152 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for Inspection,INS,Closed,,INSPECTION,Inspection,2023-10-30 15:00:00,2023-10-30 12:00:00,,Phone,EE-MANOUT,2023-10-30 08:12:00,CL," 


E&EM Manwah and E&EH Habib arrived at 0800 hrs OOS at 0805 hrs for CAT 1 inspection


 WO#6933546 CAT1 inspection completed. Passed and test run and monitored and RTS sat 1200 hours. ",918
2023-10-30 08:20:00,EL367,937469,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-10-30 15:00:00,2023-10-30 11:30:00,,Phone,EE-MANOUT,2023-10-30 08:23:00,CL,"
E&EM Lutsenko/E&EH Ince arrived here at 08:10 a.m. for bimonthly maintenance, take machine out of service at 08:20 a.m.


Created: 10/30/2023 08:19
Lutsenko, Vadim (1265104) WO#8275421 
Bimonthly maintenance completed 10/30/23, machine back in service at 11:30 a.m.


Created: 10/30/2023 11:27
Lutsenko, Vadim (1265104) ",955
2023-10-30 08:40:00,EL458,937474,ELE: EL458 - 965 - FREIGHT ELEVATOR AT WOODSIDE EMD,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-10-30 15:00:00,2023-10-30 10:30:00,,Phone,EE-MANOUT,2023-10-30 08:44:00,CL,"E&EM Terehovs and TEA Ortega arrived at 8:30 to perform bi momthly To be taken out of service at 8:40
WO#8275424 Completed bi monthly pm along with the checklist RTS 10:30 ",965
2023-10-31 00:10:00,EL164,937649,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,This Elevator is out of service for car door hanger rollers replacement.,MRP,Closed,,PLANNEDWORK,Planned Work,2023-10-31 08:00:00,2023-10-31 03:25:00,,Phone,EE-MANOUT,2023-10-31 00:11:00,CL,,909
2023-10-31 06:40:00,EL251,937727,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service A&P for contractor Arcadia to collect suspected asbestos samples from hoistway and pit.,APC,Closed,,PLANNEDWORK,Planned Work,2023-10-31 15:00:00,2023-10-31 12:15:00,,Phone,EE-MANOUT,2023-10-31 06:47:00,CL,"WO # 7832634
E&EM Gao & Xiao arrived at 0610hrs for A&P. OOS @ 06:40 A&P for contractor Arcadia to collect suspected asbestos samples from hoistway and pit.
 E&EM Gao & Xiao completed A&P for contractor Arcadia to collect suspected asbestos samples from hoist way and pit. RTS @12:15 ",958
2023-10-31 07:00:00,EL367,937731,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,This elevator outage reported by MS1 Dermaldy #200391,BRP,Closed,,REPAIR,Repair,2023-10-31 15:00:00,2023-10-31 08:40:00,,Phone,EE-MANOUT,2023-10-31 07:03:00,CL,,955
2023-10-31 08:05:00,EL353,937754,ELE: EL353 - 704 - ENY DEPOT - FREIGHT ELEVATOR,This elevator is out of service for ASME CAT 1 INSPECTION,INS,Closed,,INSPECTION,Inspection,2023-10-31 15:00:00,2023-10-31 12:00:00,,Phone,EE-MANOUT,2023-10-31 08:08:00,CL,"WO # 7502259
E&EM Kumar and E&EM Manwah arrived at Elevator 353 @ 8:00 to perform ASME CAT 1 INSPECTION. Take machine out of service at 08:05.
 (EAM) E&EM Kumar and E&EM Manwah. Elevator 353 passed ASME CAT 1 INSPECTION. Test ran car and return to service at 12:00. ",704
2023-10-31 10:00:00,EL459,937784,"ELE: EL459 - 904 - CORONA YARD - S, LM, AND UM",This unit was removed from service by E&E personnel to provide A&P for EMD. [Fire Suppression - Annual Test],AP,Closed,,PLANNEDWORK,Planned Work,2023-10-31 14:00:00,2023-10-31 10:35:00,,Phone,EE-MANOUT,2023-10-31 10:00:00,CL,,904
2023-10-31 11:30:00,EL451,937813,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,This elevator is out of service for A&P for EMD fire suppression test. ¿,AP,Closed,,PLANNEDWORK,Planned Work,2023-10-31 20:00:00,2023-10-31 12:00:00,,Phone,EE-MANOUT,2023-10-31 11:36:00,CL,,921
2023-10-31 12:45:00,EL458,937855,ELE: EL458 - 965 - FREIGHT ELEVATOR AT WOODSIDE EMD,This elevator is out of service for A&P for EMD to conduct the fire suppression test,AP,Closed,,PLANNEDWORK,Planned Work,2023-10-31 21:00:00,2023-10-31 13:10:00,,Phone,EE-MANOUT,2023-10-31 12:48:00,CL,,965
2023-11-01 07:00:00,EL350,938229,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-01 15:00:00,2023-11-01 11:45:00,,Phone,EE-MANOUT,2023-11-01 07:10:00,CL,"
E&EM Grabovsky,Terehovs arrived at elevator 350 at 7.00.Here for Bimonthly PM.Take out of service at 7.00.


Created: 11/01/2023 07:02
Roman Grabovsky (1092924) WO#8275414 E&EM Grabovskiy report Bimonthly PM completed. BIS @ 11:45. ",913
2023-11-01 08:40:00,EL367,938258,ELE: EL367 - 955 - COZINE IRONSHOP - PASSENGER ELEVATOR,This unit was removed from service by E&E personnel to perform inspection.,INS,Closed,,INSPECTION,Inspection,2023-11-01 15:00:00,2023-11-01 12:30:00,,Phone,EE-MANOUT,2023-11-01 08:43:00,CL,"WO7502253: E&EM Kumar, E&EM Manwah and E&EM Singh arrived at EL 367 @ 8:30 to perform ASME CAT 1 INSPECTION. Take machine out of service @8:40. Third party inspector Akeem Monroe Toussaint on site E&EM Kumar, E&EM Manwah and E&EM Singh report: Elevator passed ASME CAT 1 INSPECTION. RTS @12:30 ",955
2023-11-01 09:07:00,EL174,938272,ELE: EL174 - 909 - WESTCHESTER YARD - PASSENGER ELEVATOR,This unit was removed from service by E&E personnel to perform Preventative Maintenance.,PM,Closed,,MAINTENANCE,Maintenance,2023-11-01 15:00:00,2023-11-01 12:30:00,,Phone,EE-MANOUT,2023-11-01 09:10:00,CL,WO8275413: E&EM Encarnacion and E&EH Mata arrived at EL174 at 8:40am for bimonthly maintenance. Out of service 9:07 E&EM Encarnacion and E&EH Mata completed bimonthly maintenance. RTS @12:30 ,909
2023-11-01 10:09:00,EL251,938314,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,"This elevator is out of service A&P For contractors VHB to check motor room, pit and top of car",APC,Closed,,PLANNEDWORK,Planned Work,2023-11-01 15:00:00,2023-11-01 10:40:00,,Phone,EE-MANOUT,2023-11-01 10:13:00,CL,"WO # 7832634
E&EM Liu47 and E&EH McCain arrived at 0635 hrs. Here for A&P.  Taking machine OOS at 1009 hrs. For contractors VHB to check motor room, pit and top of car.
 Contractors are done surveying the pit and top of car. Machine B.I.S at 1040 hrs. ",958
2023-11-02 07:45:00,EL354,938860,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,This unit was removed from service by E&E personnel to perform Preventative Maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-02 15:00:00,2023-11-02 12:15:00,,Phone,EE-MANOUT,2023-11-02 07:49:00,CL,"WO8275432: E&EM Grabovsky, Terehovs arrived at elevator 354 at 7.30 for Bimonthly PM. Taking out of service at 7.45 
Bimonthly PM completed BIS at 12.15


Created: 11/02/2023 12:15
Roman Grabovsky (1092924) ",912
2023-11-02 08:40:00,EL451,938893,ELE: EL451 - 921 - JAMAICA YARD - FREIGHT ELEVATOR,This elevator is out of service for ASME CAT 1 INSPECTION,INS,Closed,,INSPECTION,Inspection,2023-11-02 15:00:00,2023-11-02 13:00:00,,Phone,EE-MANOUT,2023-11-02 08:54:00,CL,"WO # 7502255
E&EM Kumar and E&EM Manwah arrived at elevator 451 @8:35 for ASME CAT 1 INSPECTION. Take machine out of service at 08:40. Third party inspector Akeem Monroe Toussaint on site.
 (EAM) E&EM Kumar and E&EM Manwah. Elevator 451 passed ASME CAT 1 INSPECTION. Test ran car and return to service at 13:00. ",921
2023-11-03 07:13:00,EL251,939306,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,MS1 Karim reported this elevator out of service. ,BRP,Closed,,REPAIR,Repair,2023-11-03 16:00:00,2023-11-03 08:20:00,,Phone,EE-MANOUT,2023-11-03 07:13:00,CL,,958
2023-11-03 12:41:00,EL150,939413,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,MS1 Zachariah #994084 reported this elevator out of service. ,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-11-03 21:00:00,2023-11-03 13:35:00,,Phone,EE-MANOUT,2023-11-03 12:41:00,CL,,918
2023-11-03 15:15:00,EL350,939465,ELE: EL350 - 913 - EAST NEW YORK YARD - PASSENGER ELEVATOR, This elevator is out of service A&P for Contractors,APC,Closed,,PLANNEDWORK,Planned Work,2023-11-04 00:00:00,2023-11-03 18:10:00,,Phone,EE-MANOUT,2023-11-03 15:22:00,CL,"WO#7859645

E&EM Singh arrived at 15:15  provide A&P to contractor. E&EM Singh provided A&P for contractors securing plate in pit RTS @ 1810 hrs. ",913
2023-11-06 08:00:00,EL458,940167,ELE: EL458 - 965 - FREIGHT ELEVATOR AT WOODSIDE EMD,This elevator is out of service for ASME CAT 1 INSPECTION,INS,Closed,,INSPECTION,Inspection,2023-11-06 15:00:00,2023-11-06 12:00:00,,Phone,EE-MANOUT,2023-11-06 08:04:00,CL,"WO # 7502256
E&EM Kumar and E&EM Manwah arrived at elevator 458 @ 7:40 to perform ASME CAT 1 INSPECTION. Take machine out of service at 08:00. Third party inspector Jose Diez on site.
 E&EM Kumar and E&EM Manwah. Elevator 458 passed ASME CAT 1 INSPECTION. Test ran car and return to service at 12:00. ",965
2023-11-06 08:10:00,EL252,940169,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by TCC MS2 Arteni (024239),POW,Closed,,REPAIR,Repair,2023-11-06 15:00:00,2023-11-06 10:25:00,,Phone,EE-MANOUT,2023-11-06 08:14:00,CL,,957
2023-11-06 10:30:00,EL173,940201,ELE: EL173 - 905 - EAST 180 ST / INSP SHOP - 3 LANDINGS,This Non-Revenue Hydraulic Elevator is out of service for Bi-Monthly Maintenance.,PM,Closed,,MAINTENANCE,Maintenance,2023-11-06 19:00:00,2023-11-06 12:00:00,,Phone,EE-MANOUT,2023-11-06 10:36:00,CL,E&EM E.Sambucini and Dominguez arrived @1010 for bimonthly PM. OOS 1030. WO#8275411 Completed bimonthly PM. RTS @1200. ,905
2023-11-06 11:15:00,EL252,940243,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by TCC MS2 Arteni (024239),BRP,Closed,,REPAIR,Repair,2023-11-06 22:00:00,2023-11-06 17:00:00,,Phone,EE-MANOUT,2023-11-06 11:19:00,CL,,957
2023-11-07 07:25:00,EL355,940623,ELE: EL355 - 912 - CONEY ISLAND YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-07 16:00:00,2023-11-07 12:30:00,,Phone,EE-MANOUT,2023-11-07 07:25:00,CL,E&EM Grabovsky and E&EH Mustac have arrived at elevator 355 at 7:20. Called control desk to take OOS @07:25hrs. in order to start bi monthly PM.  WO#8275433 E&EM Grabovsky and E&EH Mustac have completed bi monthly PM. Elevator BIS at 12:30 ,912
2023-11-07 08:10:00,EL162,940640,ELE: EL162 - 905 - EAST 180 ST / INSP SHOP - FREIGHT ELEVATOR,,APC,Closed,,PLANNEDWORK,Planned Work,2023-11-07 15:00:00,2023-11-07 12:10:00,,Phone,EE-MANOUT,2023-11-07 08:14:00,CL,,905
2023-11-07 08:40:00,EL252,940652,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator is out of service for ASME CAT 1 INSPECTION,INS,Closed,,INSPECTION,Inspection,2023-11-07 15:00:00,2023-11-07 12:34:00,,Phone,EE-MANOUT,2023-11-07 08:47:00,CL,"WO # 7751765
E&EM Kumar and E&EM Manwah arrived at elevator 252 @ 8:30 to perform ASME CAT 1 INSPECTION. Take machine out of service at 8:40. Third party inspector Wayne Scott on site.
 (EAM) E&EM Kumar and E&EM Manwah. Elevator 252 failed ASME CAT 1 INSPECTION due to found run stop key in motor room for in car stop switch. Key cylinder does not turn. Also controller contactors arching and controller keeps tripping on overload every ten minutes. L.O.T.O. L.O.O.S. Signs posted for 11/9/23. Informed MS1 MCCaffery and MS2 Komar. INS OOS code closed @1234 hrs. and IRP OOS code opened 1 min later.  ",957
2023-11-07 12:35:00,EL252,940755,ELE: EL252 - 957 - 333 W53 St - PASSENGER ELEVATOR,This elevator is out of service for repair after failing inspection. ,IRP,Closed,,REPAIR,Repair,2023-11-09 15:00:00,2023-11-07 17:45:00,,Phone,EE-MANOUT,2023-11-07 12:39:00,CL,,957
2023-11-08 08:00:00,EL353,941179,ELE: EL353 - 704 - ENY DEPOT - FREIGHT ELEVATOR,This elevator is out of service to regroove rope sheave,LTR,Closed,,REPAIR,Repair,2023-12-27 23:00:00,2023-12-19 08:10:00,,Phone,EE-MANOUT,2023-11-08 13:08:00,CL,,704
2023-11-08 08:40:00,EL155,941015,ELE: EL155 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for CAT1 Inspection,INS,Closed,,INSPECTION,Inspection,2023-11-08 17:00:00,2023-11-08 12:40:00,,Phone,EE-MANOUT,2023-11-08 09:01:00,CL,"E&EM Kumar, E&EM Manwah, E&EH Habib and TEA Aca arrived at elevator 155 @08:30  to perform ASME CAT 1 INSPECTION. Take machine out of service at 08:40. Third party inspector Wayne Scott on site. WO #7751764 E&EM Kumar, E&EM Manwah, E&EH Habib and TEA  Aca completed ASME CAT 1 INSPECTION. Passed. RTS @12:40 ",918
2023-11-09 07:25:00,EL356,941503,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-09 16:00:00,2023-11-09 12:12:00,,Phone,EE-MANOUT,2023-11-09 07:28:00,CL,"E&EM Grabovsky, Lyakhovetskiy arrived at elevator 356 and taking unit OOS for Bimonthly PM at 7.25. WO#8275415 Bimonthly PM completed. Elevator staying out of service for Alarm Bell repair. LOTO, LOOS an till 11.12.23. Sign posted.MS1 Ivanov informed. PM outage closed @ 12:12, MRP outage  open @ 12:13. ",912
2023-11-09 07:50:00,EL153,941598,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,,BRP,Closed,,UNDERINVESTG,Under Investigation,2023-11-09 20:00:00,2023-11-09 11:15:00,,Phone,EE-MANOUT,2023-11-09 11:35:00,CL,,918
2023-11-09 08:10:00,EL150,941530,ELE: EL150 - 918 - 207TH STREET YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-09 17:00:00,2023-11-09 12:30:00,,Phone,EE-MANOUT,2023-11-09 08:20:00,CL,E&EM Encarnacion/Doyley arrived at 8:00 am. and taking unit OOS @08:10hrs. for bimonthly PM.  WO#8275428 E&EM Encarnacion/Doyley completed bimonthly PM. RTS @12:30 ,918
2023-11-09 08:35:00,EL155,941538,ELE: EL155 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-09 17:00:00,2023-11-09 12:30:00,,Phone,EE-MANOUT,2023-11-09 08:39:00,CL,"E&EM Gonzalez and E&EH Mata arrived at EL155 at 8:00am. and taking unit OOS @08:35hrs. for bimonthly maintenance. WO #8275430 E&EM Gonzales and E&EH Mata, Completed
bimonthly maintenance. Test ran and monitored. Return to service 12:30pm. ",918
2023-11-09 08:41:00,EL251,941539,ELE: EL251 - 958 - 126 W53 St - PASSENGER ELEVATOR,This elevator is out of service as reported by MS1 Panetta # 676024,FNM,Closed,,REPAIR,Repair,2023-11-09 17:00:00,2023-11-09 10:00:00,,Phone,EE-MANOUT,2023-11-09 08:41:00,CL,,958
2023-11-09 09:40:00,EL164,941566,ELE: EL164 - 909 - WESTCHESTER YARD - PELHAM INSPECTION BARN-PASSENGER ELEVATOR,This elevator is out of service for inspection,INS,Closed,,INSPECTION,Inspection,2023-11-09 15:00:00,2023-11-09 12:30:00,,Phone,EE-MANOUT,2023-11-09 09:46:00,CL,"
E&EM Kumar and E&EM Manwah arrived at elevator 164 @09:30 to perform ASME CAT 1 INSPECTION. Take machine out of service at 09:40. Third party inspector Wayne Scott on site. WO#7751762


Created: 11/09/2023 09:39
Kumar, Gulshan J (1270023) 
E&EM Kumar and E&EM Manwah. Elevator 164 passed ASME CAT 1 INSPECTION. Test ran car and return to service at 12:30.


Created: 11/09/2023 12:30
Kumar, Gulshan J (1270023) ",909
2023-11-09 11:20:00,EL153,941600,ELE: EL153 - 918 - 207TH STREET YARD - FREIGHT ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-09 20:00:00,2023-11-09 13:25:00,,Phone,EE-MANOUT,2023-11-09 11:39:00,CL,E&EM Patterson and Connell taking unit OOS for Bi monthly maintenance at 11:20.  WO#8275429 E&EM Patterson and Connell completed Bi monthly maintenance. RTS @13:25 ,918
2023-11-09 12:13:00,EL356,941608,ELE: EL356 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for Alarm Bell repair,MRP,Closed,,PLANNEDWORK,Planned Work,2023-11-12 21:00:00,2023-11-10 11:00:00,,Phone,EE-MANOUT,2023-11-09 12:21:00,CL,,912
2023-11-10 08:55:00,EL163,941995,ELE: EL163 - 906 - JEROME YARD - FREIGHT ELEVATOR,This unit was removed from service by E&E personnel to provide A&P for Contractors.,APC,Closed,,PLANNEDWORK,Planned Work,2023-11-10 15:00:00,2023-11-10 12:00:00,,Phone,EE-MANOUT,2023-11-10 08:55:00,CL,,906
2023-11-10 09:20:00,EL364,942001,ELE: EL364 - 910 - 38TH STREET YARD - PASSENGER ELEVATOR,This elevator is out of service for inspection,INS,Closed,,INSPECTION,Inspection,2023-11-10 15:00:00,2023-11-10 17:30:00,,Phone,EE-MANOUT,2023-11-10 09:22:00,CL,"E&EM Kumar, Manwah and Mendez arrived at elevator 364 at 08:45 to perform ASME CAT 1 and CAT 5 inspection. Take machine out of service at 09:20. WO#7751763 E&EM
T. Cruz & M. Singh arrived at El 364 at 0845 drop off weights 
WO#7751763Third party inspector Jose Diez on site
E&EM Kumar/Cruz/Singh and Manwah. Elevator 364 passed ASME CAT 1 and CAT 5 INSPECTION. Test ran car and return to service at 17:30.. ",910
2023-11-13 07:10:00,EL361,942729,ELE: EL361 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-13 16:00:00,2023-11-13 12:00:00,,Phone,EE-MANOUT,2023-11-13 07:16:00,CL,"E&EM Grabovsky, TEA Padilla arrived at elevator 361 at 7.10 for Bi monthly PM,take out of service 7.10. WO#8275417 Bi monthly PM completed. BIS @ 12:00. ",912
2023-11-14 01:00:00,EL354,942969,ELE: EL354 - 912 - CONEY ISLAND YARD - STREET TO 1ST & 2ND FLOOR,This Elevator is out for Cat 5 and Cat 1 inspection. ,INS,Closed,,INSPECTION,Inspection,2023-11-14 09:00:00,2023-11-14 04:00:00,,Phone,EE-MANOUT,2023-11-14 01:06:00,CL,E&EMs McAlarney / Hill / Vicente / Méndez on site at el354 at 00:30. Here for CAT 1 and 5 inspections. OOS 0100. Third party inspector Camacho on site. WO#7751766 Completed CAT 1 and 5 inspection. Machine passed inspection. Test ran BIS 0400 ,912
2023-11-14 07:30:00,EL362,943057,ELE: EL362 - 912 - CONEY ISLAND YARD - PASSENGER ELEVATOR,This elevator is out of service for preventive maintenance,PM,Closed,,MAINTENANCE,Maintenance,2023-11-14 16:00:00,2023-11-14 12:00:00,,Phone,EE-MANOUT,2023-11-14 07:30:00,CL,"E&EM Grabovsky,E&EM Lyakhovetskiy, E&EM Sinchi arrived at EL362 at 7:25 for bimonthly PM. Taking OOS @07:30hrs. WO#8275418 (EAM) E&EM Grabovsky: Bimonthly PM for EL362 complete at 12 PM. ",912
2023-11-14 08:20:00,EL165,943313,ELE: EL165 - 902 - 239TH STREET YARD - FREIGHT ELEVATOR,This unit was removed from service by E&E personnel to perform Preventative Maintenance.,PM,Closed,,MAINTENANCE,Maintenance,2023-11-14 14:00:00,2023-11-14 12:10:00,,Phone,EE-MANOUT,2023-11-14 12:16:00,CL,"E&EM Gonzalez, E&EH Mata and TEA Nunez arrived at EL165 at 8:20am for bimonthly maintenance. (EAM) Completed bimonthly maintenance. Test ran and monitored. Return to service 12:10pm ",902
