GEOID,Out of Service Date,Common Name,Outage,Equipment Description,Executive Comment,outage_code,Status,External Source Note,Reason Shown to Public,Reason Shown to Public Description,Estimated Return to Service Date,Actual Return to Service Date,Reference,Source,Service Code,Date Created,Status Code,Outage Comments,Station MRN,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,lat,long,North Direction Label,South Direction Label,ADA,ADA Notes,Georeference,STATE,COUNTY,TRACT,BLOCK,NAME,geometry,population_estimate,sub_pop_estimate,amb_pop_estimate,med_earn_estimate,population_moe,sub_pop_moe,amb_pop_moe,med_earn_moe,external,downtime
36081038302.0,2023-08-03 12:58:00+00:00,EL436,902993.0,ELE: EL436 - 259 - Kew Gardens-Union Tpke - Manhattan Bound Plat,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-08-03 21:00:00+00:00,,ST230803.txt - 2400,External Monitoring System,EE-LNOUT,2023-08-03 13:11:00+00:00,C,As per Galaxy Client elevator running,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-09-05 13:08:00+00:00,EL435,915464.0,ELE: EL435 - 259 - Kew Gardens-Union Tpke - Queens Bound Plat,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-09-05 22:00:00+00:00,,ST230905.txt - 2653,External Monitoring System,EE-LNOUT,2023-09-05 13:21:00+00:00,C,As per Galaxy Client elevator running,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-06-05 14:59:00+00:00,EL434,879432.0,ELE: EL434 - 259 - Kew Gardens-Union Tpke - Outside Area,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-06-05 23:00:00+00:00,,ST230605.txt - 2675,External Monitoring System,EE-LNOUT,2023-06-05 15:09:00+00:00,C,As per Liftnet Galaxy Client machine is running.,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-03-24 09:36:00+00:00,EL434,824360.0,ELE: EL434 - 259 - Kew Gardens-Union Tpke - Outside Area,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-03-24 18:00:00+00:00,,ST230324.txt - 1845,External Monitoring System,EE-LNOUT,2023-03-24 09:47:00+00:00,C,As per Liftnet Galaxy Client machine is running.,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-07-12 09:26:00+00:00,EL434,894182.0,ELE: EL434 - 259 - Kew Gardens-Union Tpke - Outside Area,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-07-12 18:00:00+00:00,,ST230712.txt - 1443,External Monitoring System,EE-LNOUT,2023-07-12 09:37:00+00:00,C,As per Galaxy Client elevator running,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-08-11 11:12:00+00:00,EL434,906251.0,ELE: EL434 - 259 - Kew Gardens-Union Tpke - Outside Area,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-08-11 20:00:00+00:00,,ST230811.txt - 2078,External Monitoring System,EE-LNOUT,2023-08-11 11:24:00+00:00,C,As per Galaxy Client elevator running,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-06-13 11:49:00+00:00,EL434,882370.0,ELE: EL434 - 259 - Kew Gardens-Union Tpke - Outside Area,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-06-13 20:00:00+00:00,,ST230613.txt - 2170,External Monitoring System,EE-LNOUT,2023-06-13 12:02:00+00:00,C,,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-03-21 15:57:00+00:00,EL436,822502.0,ELE: EL436 - 259 - Kew Gardens-Union Tpke - Manhattan Bound Plat,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-03-22 00:00:00+00:00,,ST230321.txt - 3727,External Monitoring System,EE-LNOUT,2023-03-21 16:06:00+00:00,C,,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-01-12 11:12:00+00:00,EL435,795648.0,ELE: EL435 - 259 - Kew Gardens-Union Tpke - Queens Bound Plat,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-01-12 20:00:00+00:00,,ST230112.txt - 1716,External Monitoring System,EE-LNOUT,2023-01-12 11:19:00+00:00,C,As per Liftnet Galaxy Client machine is running.,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
36081038302.0,2023-12-13 22:35:00+00:00,EL435,954437.0,ELE: EL435 - 259 - Kew Gardens-Union Tpke - Queens Bound Plat,,FR,Cancelled,DOWN SLOWDOWN LIMIT OPEN,UNDERINVESTG,Under Investigation,2023-12-14 07:00:00+00:00,,ST231213.txt - 3201,External Monitoring System,EE-LNOUT,2023-12-13 22:37:00+00:00,C,As per Galaxy Client In Service.,259.0,259.0,259.0,F06,IND,Queens Blvd,Kew Gardens-Union Tpke,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1.0,,POINT (-73.831008 40.714441),36.0,081,038302,1084.0,"Census Tract 383.02, Queens County, New York","list(list(c(-73.860433, -73.854982, -73.853702, -73.850281, -73.849215, -73.848515, -73.846709, -73.846863, -73.846017, -73.843244, -73.838619, -73.838211, -73.837917, -73.837674, -73.835602, -73.832295, -73.832181, -73.833099, -73.83424, -73.835399, -73.835676, -73.835925, -73.835861, -73.837089, -73.836628, -73.836044, -73.836081, -73.833863, -73.833071, -73.8317, -73.831468, -73.830255, -73.827555, -73.827129, -73.825859, -73.824881, -73.823726, -73.821705, -73.819305, -73.820323, -73.821428, 
-73.825705, -73.826976, -73.830982, -73.831385, -73.829796, -73.833481, -73.834959, -73.835963, -73.836038, -73.836524, -73.838362, -73.839445, -73.840327, -73.841468, -73.842814, -73.843505, -73.844347, -73.844957, -73.847214, -73.847325, -73.847558, -73.847757, -73.847841, -73.850116, -73.850525, -73.852241, -73.852918, -73.85326, -73.854421, -73.850864, -73.852205, -73.852617, -73.853126, -73.853654, -73.85464, -73.85604, -73.859756, -73.860937, -73.860433, 40.763869, 40.767448, 40.76948, 40.76606, 
40.764209, 40.763822, 40.761345, 40.760416, 40.760805, 40.755337, 40.757045, 40.755253, 40.754541, 40.754114, 40.751395, 40.751942, 40.751506, 40.747994, 40.747302, 40.74552, 40.744851, 40.743501, 40.743228, 40.741748, 40.739252, 40.739173, 40.734334, 40.730553, 40.729919, 40.728034, 40.727664, 40.726143, 40.724961, 40.724304, 40.720463, 40.717365, 40.717481, 40.71736, 40.717136, 40.71666, 40.716787, 40.716063, 40.715391, 40.71431, 40.714529, 40.715566, 40.718333, 40.719412, 40.721677, 40.72177, 
40.722371, 40.725562, 40.727537, 40.728807, 40.729998, 40.731153, 40.731814, 40.732979, 40.733987, 40.738644, 40.738771, 40.739064, 40.739299, 40.739927, 40.740724, 40.741514, 40.744841, 40.746171, 40.746834, 40.748805, 40.749996, 40.752661, 40.753405, 40.755109, 40.756835, 40.758466, 40.759726, 40.761836, 40.763729, 40.763869)))",0.0,0.0,0.0,,13.0,13.0,13.0,,False,
